ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
10641,42,"$53,444.00",521,Unemployed,Bachelor,"$16,462.00",60 months,Married,0,Other,0,Vehicle,0,,,7,No
29872,42,"$23,854.00",542,Self-Employed,High School,"$40,230.00",48 months,Single,3,Rent,0,Vehicle,1,$838.13,,2,No
18335,42,"$37,068.00",607,Employed,High School,"$29,567.00",24 months,Divorced,2,Mortgage,0,Personal,0,"$1,231.96",,6,No
21042,42,"$15,505.00",595,Employed,High School,"$23,216.00",24 months,Married,0,Other,0,Personal,1,$967.33,"$1,292.08",10,No
21914,42,"$25,054.00",675,,Doctorate,"$39,744.00",36 months,Single,4,Rent,0,Education,0,"$1,104.00","$2,087.83",10,No
26150,42,"$69,618.00",568,Employed,Diploma,"$33,564.00",72 months,Married,3,Mortgage,0,Vehicle,0,$466.17,"$5,801.50",4,No
22877,42,"$23,037.00",638,Employed,Doctorate,"$12,722.00",120 months,Married,1,Mortgage,0,Education,0,,"$1,919.75",4,No
19991,42,"$95,744.00",618,Employed,High School,"$55,958.00",12 months,Married,0,Rent,0,Debt Consolidation,0,"$4,663.17","$7,978.67",3,No
10693,42,"$54,202.00",553,Unemployed,High School,"$12,176.00",60 months,Single,0,Rent,0,Vehicle,0,$202.93,"$4,516.83",8,No
20586,42,"$94,771.00",632,Employed,Master,"$16,012.00",84 months,Single,0,Other,0,Debt Consolidation,0,$190.62,"$7,897.58",2,Yes
29050,42,"$52,990.00",600,Employed,High School,"$42,952.00",48 months,Single,1,Mortgage,0,Vehicle,0,,"$4,415.83",7,No
25437,42,"$74,230.00",516,Employed,Doctorate,"$27,298.00",24 months,Single,3,Mortgage,0,Vehicle,0,"$1,137.42","$6,185.83",3,Yes
23371,42,"$80,753.00",612,Employed,Bachelor,"$21,247.00",36 months,Single,3,Rent,0,Debt Consolidation,0,$590.19,"$6,729.42",5,Yes
27352,42,"$92,450.00",609,Employed,Bachelor,"$21,844.00",24 months,Married,0,Own,0,Debt Consolidation,0,,"$7,704.17",6,Yes
29528,42,"$87,817.00",531,Employed,Master,"$11,420.00",36 months,Married,1,Mortgage,0,Debt Consolidation,0,$317.22,,4,No
14067,42,"$50,534.00",641,Employed,Bachelor,"$33,014.00",36 months,Married,2,Own,0,Debt Consolidation,0,$917.06,"$4,211.17",4,No
26367,42,"$116,560.00",641,Employed,High School,"$24,377.00",72 months,Single,3,Mortgage,0,Education,0,$338.57,,5,Yes
15081,42,"$65,276.00",637,,High School,"$9,770.00",48 months,Married,0,Rent,0,Vehicle,0,$203.54,"$5,439.67",2,Yes
27122,42,"$38,160.00",630,Employed,High School,"$18,932.00",36 months,Married,0,Mortgage,0,Education,0,$525.89,"$3,180.00",6,No
11439,42,"$37,449.00",649,Employed,Bachelor,"$19,647.00",60 months,Married,1,Own,0,Education,0,$327.45,"$3,120.75",7,No
12157,42,"$15,000.00",563,,High School,"$18,599.00",60 months,Divorced,3,Own,0,Vehicle,0,$309.98,"$1,250.00",5,No
25007,42,"$34,508.00",536,Employed,Master,"$14,094.00",48 months,Single,0,Other,0,Debt Consolidation,0,$293.63,"$2,875.67",4,No
13883,42,"$147,184.00",573,Unemployed,Diploma,"$26,497.00",72 months,Divorced,2,Rent,0,Debt Consolidation,0,$368.01,"$12,265.33",8,Yes
23732,42,"$69,903.00",636,Employed,Master,"$12,145.00",48 months,Single,1,Mortgage,0,Home Improvement,0,$253.02,"$5,825.25",3,Yes
21635,42,"$47,275.00",625,Unemployed,High School,"$21,531.00",108 months,Married,0,Mortgage,0,Vehicle,0,,"$3,939.58",5,No
22660,42,"$15,000.00",529,Unemployed,Bachelor,"$27,172.00",84 months,Single,1,Rent,0,Home Improvement,0,,"$1,250.00",3,No
11225,42,"$171,451.00",586,Employed,Diploma,"$20,759.00",36 months,Widowed,0,Mortgage,0,Education,0,$576.64,"$7,206.17",5,No
24692,42,"$32,499.00",616,Employed,High School,"$43,927.00",60 months,Single,4,Rent,0,Vehicle,0,$732.12,"$2,708.25",6,No
19541,42,"$48,735.00",550,Employed,High School,"$21,405.00",96 months,Married,3,Own,0,Home Improvement,0,$222.97,"$4,061.25",2,No
21276,42,"$44,269.00",596,Employed,High School,"$23,648.00",48 months,Married,1,Own,0,Home Improvement,0,$492.67,"$3,689.08",5,No
20825,42,"$23,513.00",581,,Bachelor,"$33,805.00",72 months,Married,0,Mortgage,0,Debt Consolidation,0,,"$1,959.42",3,No
13394,42,"$26,836.00",613,Employed,Diploma,"$22,659.00",36 months,Married,0,Mortgage,0,Debt Consolidation,0,$629.42,"$2,236.33",4,No
20602,42,"$38,769.00",598,,High School,"$27,152.00",96 months,Married,3,Other,0,Debt Consolidation,0,$282.83,"$3,230.75",3,No
14610,42,"$117,744.00",531,Employed,Bachelor,"$16,005.00",36 months,Married,5,Rent,0,Vehicle,0,$444.58,"$9,812.00",4,Yes
21220,42,"$92,722.00",526,Employed,Diploma,"$18,689.00",72 months,Married,0,Own,0,Vehicle,0,$259.57,"$7,726.83",6,Yes
24440,42,"$59,447.00",568,Unemployed,Diploma,"$26,597.00",60 months,Married,2,Rent,0,Education,0,$443.28,"$4,953.92",7,No
13133,42,"$63,216.00",563,,High School,"$20,760.00",36 months,Single,1,Own,0,Personal,0,,"$5,268.00",6,No
30210,42,"$79,488.00",584,Employed,Doctorate,"$19,856.00",60 months,Divorced,1,Rent,0,Education,0,$330.93,"$6,624.00",5,No
25142,42,"$29,129.00",431,Employed,Diploma,"$40,611.00",72 months,Married,0,Rent,0,Home Improvement,0,$564.04,"$2,427.42",5,No
14884,42,"$50,031.00",530,,Bachelor,"$30,264.00",72 months,Single,0,Rent,0,Debt Consolidation,0,$420.33,"$4,169.25",4,No
27972,42,"$127,572.00",536,Employed,Diploma,"$25,212.00",12 months,Single,2,Mortgage,0,Debt Consolidation,0,"$2,101.00","$10,631.00",4,Yes
25296,42,"$51,635.00",606,Employed,Bachelor,"$18,560.00",36 months,Widowed,0,Rent,0,Home Improvement,0,,"$4,302.92",2,No
13480,42,"$28,892.00",603,Employed,Bachelor,"$22,484.00",36 months,Married,2,Other,0,Vehicle,0,,"$2,407.67",5,No
19016,42,"$61,723.00",603,Unemployed,Diploma,"$15,333.00",36 months,Widowed,3,Rent,0,Personal,0,$425.92,"$5,143.58",7,No
26020,42,"$78,310.00",466,Employed,Doctorate,"$45,631.00",60 months,Married,0,Mortgage,0,Home Improvement,0,,"$6,525.83",5,No
11619,42,"$80,081.00",536,Employed,High School,"$25,663.00",24 months,Married,4,Mortgage,0,Vehicle,0,"$1,069.29","$6,673.42",5,Yes
27153,42,"$35,881.00",590,Self-Employed,Diploma,"$15,087.00",36 months,Married,0,Rent,0,Home Improvement,0,$419.08,"$2,990.08",6,No
19633,42,"$22,858.00",487,Employed,High School,"$10,220.00",60 months,Married,1,Rent,0,Education,0,$170.33,"$1,250.00",7,No
22308,42,"$89,603.00",593,Employed,High School,"$17,155.00",36 months,Married,0,Mortgage,0,Education,0,$476.53,"$7,466.92",3,Yes
11985,42,"$84,781.00",648,Employed,Bachelor,"$54,028.00",24 months,Single,1,Mortgage,0,Home Improvement,0,"$2,251.17","$7,065.08",6,No
19643,42,"$78,496.00",519,Employed,Diploma,"$9,312.00",24 months,Married,1,Mortgage,0,Vehicle,1,$388.00,,5,Yes
15606,42,"$59,723.00",613,Employed,Master,"$31,135.00",36 months,Single,2,Rent,0,Vehicle,1,$864.86,,4,No
27924,42,"$27,905.00",564,,Master,"$21,793.00",48 months,Single,3,Own,0,Home Improvement,0,$454.02,"$2,325.42",2,No
16782,42,"$116,142.00",505,Employed,Bachelor,"$44,266.00",72 months,Single,4,Own,0,Home Improvement,0,$614.81,"$9,678.50",4,Yes
25941,42,"$32,995.00",593,Employed,Master,"$10,117.00",96 months,Single,1,Mortgage,0,Debt Consolidation,0,$105.39,"$2,749.58",3,Yes
16565,42,"$59,563.00",529,Employed,Diploma,"$25,672.00",60 months,Married,0,Mortgage,0,Education,0,$427.87,,2,No
14870,42,"$33,397.00",635,Employed,Bachelor,"$12,067.00",60 months,Single,3,Rent,0,Vehicle,0,$201.12,,9,No
12529,42,"$27,693.00",507,,Master,"$16,360.00",84 months,Divorced,1,Mortgage,0,Debt Consolidation,0,$194.76,"$2,307.75",4,No
18487,42,"$44,047.00",600,Employed,High School,"$15,163.00",36 months,Single,3,Mortgage,0,Education,1,$421.19,"$3,670.58",4,No
29722,42,"$37,471.00",558,Employed,Diploma,"$61,091.00",72 months,Married,3,Rent,0,Home Improvement,0,$848.49,"$3,122.58",3,No
27959,42,"$39,494.00",511,Employed,Diploma,"$31,529.00",60 months,Divorced,1,Mortgage,0,Home Improvement,0,$525.48,"$3,291.17",7,No
20835,42,"$109,285.00",622,Employed,High School,"$19,600.00",72 months,Married,2,Mortgage,0,Personal,0,$272.22,"$9,107.08",4,Yes
20003,42,"$144,268.00",557,Employed,Master,"$35,741.00",84 months,Married,1,Rent,0,Education,0,,"$12,022.33",3,Yes
29309,42,"$37,391.00",483,Employed,Diploma,"$42,838.00",72 months,Married,2,Mortgage,0,Debt Consolidation,1,$594.97,"$3,115.92",8,No
14074,42,"$49,281.00",589,Employed,Diploma,"$16,136.00",96 months,Single,1,Rent,0,Home Improvement,0,$168.08,"$4,106.75",2,No
19113,42,"$188,186.00",658,Employed,Doctorate,"$24,215.00",60 months,Married,3,Rent,0,Vehicle,0,$403.58,"$10,138.50",7,Yes
23680,42,"$59,313.00",521,Employed,High School,"$21,628.00",36 months,Single,1,Own,0,Home Improvement,1,$600.78,"$4,942.75",2,No
11418,42,"$70,459.00",607,,High School,"$20,544.00",84 months,Married,1,Rent,0,Education,0,$244.57,"$5,871.58",5,No
20123,42,"$15,000.00",585,Employed,Bachelor,"$41,962.00",96 months,Married,2,Rent,0,Education,1,,"$1,250.00",5,No
28370,42,"$36,011.00",591,Employed,Diploma,"$45,276.00",60 months,Single,1,Mortgage,0,Education,0,$754.60,"$3,000.92",4,No
21992,42,"$56,734.00",584,,High School,"$17,172.00",84 months,Married,3,Rent,0,Debt Consolidation,1,,,8,No
20569,42,"$32,844.00",549,Employed,High School,"$13,346.00",24 months,Married,1,Mortgage,0,Education,0,$556.08,"$2,737.00",5,No
23310,42,"$90,145.00",634,Unemployed,Master,"$20,947.00",72 months,Married,3,Rent,0,Debt Consolidation,0,$290.93,"$7,512.08",4,Yes
20103,42,"$79,125.00",608,Self-Employed,Bachelor,"$15,169.00",60 months,Single,2,Own,0,Debt Consolidation,0,,,7,Yes
28110,42,"$15,000.00",545,Employed,High School,"$17,923.00",48 months,Married,0,Own,0,Personal,0,$373.40,"$1,250.00",5,No
13701,42,"$42,253.00",546,Self-Employed,Bachelor,"$21,591.00",48 months,Married,2,Mortgage,0,Debt Consolidation,0,$449.81,"$3,521.08",4,No
20029,42,"$59,233.00",605,Employed,Bachelor,"$15,451.00",48 months,Single,0,Mortgage,0,Education,0,$321.90,"$4,936.08",3,Yes
17835,42,"$188,747.00",570,Employed,Bachelor,"$18,013.00",60 months,Married,1,Other,0,Education,0,$300.22,"$15,728.92",4,Yes
14289,42,"$15,000.00",533,Employed,Diploma,"$21,339.00",60 months,Married,1,Mortgage,0,Debt Consolidation,0,$355.65,"$1,250.00",8,No
12325,42,"$31,220.00",578,Employed,Diploma,"$26,780.00",84 months,Married,2,Own,0,Debt Consolidation,1,$318.81,"$2,601.67",5,No
27717,42,"$43,081.00",618,Employed,Master,"$26,653.00",108 months,Single,2,Own,0,Debt Consolidation,0,$246.79,"$3,590.08",3,No
12902,42,"$29,799.00",562,Employed,Diploma,"$32,544.00",24 months,Single,0,Rent,0,Debt Consolidation,1,"$1,356.00","$2,483.25",6,No
17465,42,"$27,475.00",494,,Master,"$28,400.00",72 months,Married,2,Rent,0,Debt Consolidation,0,$394.44,,6,No
13569,42,"$44,263.00",525,Unemployed,Doctorate,"$22,249.00",48 months,Single,3,Mortgage,0,Home Improvement,1,$463.52,"$3,688.58",4,No
25037,42,"$158,763.00",587,Employed,Master,"$32,013.00",60 months,Married,3,Rent,0,Home Improvement,0,$533.55,"$13,230.25",5,Yes
21458,42,"$110,543.00",567,Employed,High School,"$25,771.00",48 months,Single,3,Rent,0,Home Improvement,0,$536.90,"$9,211.92",8,Yes
21587,42,"$92,636.00",552,Employed,Bachelor,"$21,972.00",24 months,Married,0,Own,0,Debt Consolidation,0,,"$7,719.67",2,Yes
28937,42,"$36,133.00",488,Employed,High School,"$22,087.00",48 months,Married,0,Mortgage,0,Debt Consolidation,0,$460.15,,6,No
20422,42,"$59,704.00",507,Employed,Bachelor,"$32,353.00",72 months,Married,1,Rent,0,Vehicle,0,$449.35,"$4,975.33",4,No
18285,42,"$32,640.00",580,Employed,Diploma,"$20,107.00",96 months,Single,4,Mortgage,0,Home Improvement,0,$209.45,"$2,720.00",4,No
11336,42,"$80,482.00",592,Unemployed,High School,"$31,840.00",36 months,Divorced,3,Own,0,Home Improvement,0,$884.44,"$6,706.83",3,No
21604,42,"$26,711.00",625,Employed,Bachelor,"$39,587.00",96 months,Married,2,Own,0,Vehicle,0,$412.36,"$2,225.92",5,No
10608,42,"$63,709.00",517,Unemployed,Bachelor,"$22,221.00",48 months,Single,0,Mortgage,0,Vehicle,0,,"$5,309.08",3,No
28286,42,"$93,547.00",620,Employed,Master,"$10,017.00",60 months,Single,0,Rent,0,Home Improvement,0,$166.95,,5,Yes
19709,42,"$48,002.00",638,,Master,"$29,460.00",36 months,Married,1,Mortgage,0,Education,0,,"$4,000.17",4,No
13354,42,"$36,593.00",554,Employed,High School,"$30,361.00",108 months,Single,0,Rent,0,Vehicle,0,$281.12,"$3,049.42",5,No
14752,42,"$36,467.00",589,Employed,Bachelor,"$10,715.00",60 months,Widowed,1,Own,0,Debt Consolidation,0,$178.58,"$3,038.92",5,No
27195,42,"$34,363.00",494,Employed,High School,"$22,652.00",48 months,Divorced,1,Own,0,Home Improvement,0,$471.92,"$2,863.58",8,No
19726,42,"$21,899.00",538,Employed,High School,"$23,930.00",60 months,Single,0,Rent,0,Vehicle,0,$398.83,"$1,824.92",3,No
29148,42,"$22,750.00",558,Unemployed,Master,"$14,418.00",60 months,Single,5,Mortgage,0,Debt Consolidation,0,$240.30,"$1,895.83",9,No
17316,42,"$26,575.00",592,Unemployed,High School,"$18,661.00",48 months,Single,1,Other,0,Vehicle,0,$388.77,"$2,214.58",5,No
25267,42,"$33,665.00",600,Employed,Master,"$33,539.00",84 months,Single,2,Rent,0,Vehicle,0,$399.27,,4,No
30448,42,"$57,736.00",610,Employed,Master,"$27,341.00",36 months,Single,0,Own,0,Debt Consolidation,0,$759.47,"$4,811.33",3,Yes
11247,42,"$58,939.00",605,Employed,Master,"$27,757.00",60 months,Single,0,Own,0,Home Improvement,0,$462.62,"$4,911.58",8,No
19448,42,"$56,126.00",583,,Master,"$33,282.00",108 months,Married,2,Mortgage,0,Education,0,$308.17,"$4,677.17",3,No
25873,42,"$45,016.00",585,Employed,Master,"$18,739.00",48 months,Married,2,Mortgage,0,Debt Consolidation,0,$390.40,"$3,751.33",4,No
10644,42,"$46,717.00",520,Employed,High School,"$20,915.00",60 months,Divorced,4,Other,0,Vehicle,0,$348.58,"$3,893.08",1,No
29596,42,"$177,587.00",555,,Bachelor,"$25,631.00",60 months,Married,2,Mortgage,0,Home Improvement,0,,"$14,798.92",5,Yes
24097,42,"$105,733.00",679,Employed,Doctorate,"$20,871.00",72 months,Divorced,0,Rent,0,Debt Consolidation,0,$289.88,"$8,811.08",3,Yes
16518,42,"$46,943.00",601,Employed,Master,"$14,601.00",48 months,Married,0,Rent,0,Home Improvement,0,$304.19,"$3,911.92",4,Yes
10695,42,"$56,320.00",603,Employed,Master,"$21,883.00",60 months,Married,0,Rent,0,Vehicle,0,$364.72,"$4,693.33",4,Yes
20910,42,"$142,765.00",513,Employed,Master,"$31,452.00",24 months,Married,2,Own,0,Education,0,"$1,310.50","$11,897.08",5,Yes
27999,42,"$98,253.00",544,Unemployed,High School,"$17,571.00",60 months,Single,0,Rent,0,Home Improvement,0,$292.85,"$8,187.75",6,No
19895,42,"$69,238.00",507,Employed,High School,"$30,625.00",12 months,Single,1,Mortgage,0,Home Improvement,0,"$2,552.08",,2,No
22617,42,"$48,397.00",626,Employed,Bachelor,"$16,867.00",60 months,Married,1,Mortgage,0,Debt Consolidation,0,,,6,No
29312,42,"$23,464.00",578,Employed,Diploma,"$14,397.00",48 months,Married,1,Mortgage,0,Education,0,$299.94,"$1,955.33",9,No
22506,42,"$82,054.00",601,,Bachelor,"$10,125.00",24 months,Single,0,Mortgage,0,Personal,0,$421.88,"$6,837.83",8,Yes
26163,42,"$34,870.00",651,Unemployed,Bachelor,"$16,883.00",36 months,Single,1,Rent,0,Personal,0,$468.97,"$2,905.83",9,No
28145,42,"$125,184.00",600,Self-Employed,Bachelor,"$17,386.00",72 months,Divorced,0,Other,0,Debt Consolidation,0,$241.47,,7,Yes
14430,42,"$205,632.00",604,Employed,Master,"$16,439.00",48 months,Divorced,0,Mortgage,0,Personal,0,$342.48,"$17,136.00",3,Yes
17929,42,"$105,771.00",567,Employed,Bachelor,"$25,659.00",48 months,Widowed,3,Rent,0,Home Improvement,0,$534.56,"$8,814.25",0,Yes
21486,42,"$39,497.00",583,,High School,"$23,198.00",12 months,Married,1,Rent,0,Debt Consolidation,0,"$1,933.17","$2,057.83",4,No
23129,42,"$18,732.00",507,,Diploma,"$15,935.00",120 months,Married,2,Rent,0,Debt Consolidation,0,$132.79,"$1,561.00",9,No
20492,42,"$28,029.00",604,Employed,Diploma,"$28,381.00",60 months,Divorced,0,Rent,0,Home Improvement,0,$473.02,"$2,335.75",3,No
11943,42,"$22,528.00",550,Employed,Bachelor,"$65,027.00",36 months,Single,0,Rent,0,Home Improvement,0,"$1,806.31",,2,No
17629,42,"$72,275.00",616,Employed,High School,"$16,372.00",72 months,Divorced,3,Mortgage,0,Education,0,$227.39,"$6,022.92",6,Yes
27380,42,"$89,010.00",590,Employed,Bachelor,"$42,962.00",24 months,Married,0,Mortgage,0,Home Improvement,0,"$1,790.08",,4,No
29846,42,"$167,835.00",596,Employed,Diploma,"$30,539.00",60 months,Single,0,Rent,0,Home Improvement,0,$508.98,"$13,986.25",4,Yes
27076,42,"$23,238.00",585,Self-Employed,Bachelor,"$38,761.00",120 months,Divorced,4,Mortgage,0,Home Improvement,0,,"$1,936.50",4,No
28998,42,"$249,177.00",532,Employed,Master,"$25,489.00",60 months,Widowed,4,Mortgage,0,Education,0,$424.82,"$20,764.75",5,Yes
15688,42,"$46,652.00",565,,Diploma,"$14,756.00",36 months,Single,0,Rent,0,Vehicle,0,$409.89,"$3,887.67",5,No
25345,42,"$31,556.00",614,Employed,Diploma,"$31,252.00",48 months,Divorced,2,Other,0,Debt Consolidation,0,$651.08,"$2,629.67",6,No
14183,42,"$141,760.00",614,Employed,High School,"$28,655.00",48 months,Widowed,3,Other,0,Debt Consolidation,0,$596.98,"$11,813.33",6,Yes
22047,42,"$78,481.00",588,Employed,Diploma,"$23,199.00",24 months,Single,3,Rent,0,Debt Consolidation,0,,"$6,540.08",3,Yes
26700,42,"$71,931.00",675,Employed,Doctorate,"$19,654.00",60 months,Married,4,Other,0,Home Improvement,0,$327.57,"$5,994.25",8,Yes
21744,42,"$34,016.00",439,Self-Employed,High School,"$21,603.00",84 months,Single,1,Rent,0,Debt Consolidation,0,$257.18,,3,No
28108,42,"$40,966.00",633,Employed,Master,"$14,760.00",120 months,Married,1,Rent,0,Vehicle,0,,"$3,413.83",4,No
14244,42,"$65,339.00",563,Unemployed,Bachelor,"$23,423.00",60 months,Married,2,Own,0,Education,0,$390.38,"$5,444.92",2,No
25565,42,"$40,242.00",507,,Diploma,"$67,820.00",60 months,Single,3,Own,0,Home Improvement,0,"$1,130.33","$3,353.50",7,No
17769,42,"$31,028.00",618,Employed,Bachelor,"$17,656.00",24 months,Single,0,Other,0,Home Improvement,0,$735.67,"$2,585.67",3,No
29477,42,"$54,599.00",580,,High School,"$10,815.00",36 months,Married,2,Mortgage,0,Debt Consolidation,0,,"$4,549.92",4,Yes
27173,42,"$47,918.00",584,,Bachelor,"$16,459.00",36 months,Single,3,Rent,0,Debt Consolidation,0,$457.19,"$3,993.17",1,No
25779,42,"$45,923.00",615,Employed,High School,"$15,884.00",60 months,Married,1,Rent,0,Personal,1,$264.73,"$3,826.92",5,No
13021,42,"$122,384.00",480,Employed,Diploma,"$16,047.00",24 months,Married,3,Mortgage,0,Home Improvement,0,$668.63,"$10,198.67",5,Yes
28821,42,"$95,301.00",512,Employed,High School,"$13,598.00",120 months,Single,3,Rent,0,Vehicle,0,,"$7,941.75",6,No
29536,42,"$78,903.00",597,Employed,High School,"$9,871.00",12 months,Divorced,0,Own,0,Vehicle,0,$822.58,"$4,167.58",2,No
20702,42,"$19,618.00",599,Unemployed,Bachelor,"$15,201.00",48 months,Divorced,1,Rent,0,Home Improvement,0,$316.69,"$1,634.83",1,No
10540,42,"$163,303.00",655,Self-Employed,Bachelor,"$12,850.00",72 months,Single,2,Other,0,Debt Consolidation,0,$178.47,"$13,608.58",8,Yes
21162,42,"$124,441.00",605,Unemployed,Bachelor,"$18,982.00",84 months,Single,0,Rent,0,Home Improvement,1,$225.98,"$10,370.08",4,No
15092,42,"$38,077.00",646,,Master,"$20,190.00",48 months,Married,2,Mortgage,0,Home Improvement,1,,"$3,173.08",9,No
24465,42,"$18,011.00",612,Employed,High School,"$38,175.00",36 months,Single,2,Other,0,Home Improvement,0,"$1,060.42","$1,500.92",7,No
19854,42,"$153,750.00",544,Employed,High School,"$15,339.00",96 months,Married,1,Mortgage,0,Personal,0,$159.78,"$12,812.50",4,Yes
27770,42,"$75,865.00",475,Employed,High School,"$36,223.00",84 months,Married,2,Own,0,Personal,0,$431.23,"$6,322.08",4,No
20150,42,"$34,808.00",633,,Diploma,"$23,576.00",36 months,Married,0,Rent,0,Home Improvement,0,$654.89,"$2,900.67",5,No
27568,42,"$43,552.00",634,Employed,Master,"$22,856.00",24 months,Married,2,Own,0,Debt Consolidation,0,,"$3,629.33",7,No
26712,42,"$29,178.00",573,Employed,Bachelor,"$9,442.00",60 months,Widowed,2,Mortgage,0,Home Improvement,0,$157.37,"$2,431.50",6,No
25493,42,"$82,398.00",601,,High School,"$16,025.00",24 months,Married,3,Rent,0,Vehicle,0,$667.71,"$6,866.50",5,Yes
25160,42,"$81,300.00",503,Employed,High School,"$20,787.00",36 months,Divorced,0,Own,0,Education,0,$577.42,"$6,775.00",6,Yes
28490,42,"$59,087.00",606,Unemployed,Master,"$22,635.00",96 months,Widowed,1,Rent,0,Home Improvement,0,$235.78,"$4,923.92",4,No
23384,42,"$45,634.00",618,,Master,"$13,520.00",36 months,Married,1,Mortgage,0,Vehicle,0,$375.56,"$3,802.83",12,Yes
14324,42,"$70,878.00",564,Employed,Bachelor,"$29,135.00",24 months,Single,2,Rent,0,Vehicle,0,"$1,213.96","$5,906.50",2,Yes
25721,42,"$45,387.00",593,Employed,High School,"$22,651.00",36 months,Single,1,Own,0,Education,1,$629.19,"$3,782.25",6,No
22260,42,"$61,583.00",520,Employed,Bachelor,"$12,137.00",48 months,Single,2,Rent,0,Home Improvement,0,,,2,No
19755,42,"$59,684.00",581,Self-Employed,Bachelor,"$10,636.00",48 months,Married,1,Other,0,Debt Consolidation,0,$221.58,"$4,973.67",5,Yes
12081,42,"$122,818.00",494,Employed,Bachelor,"$11,144.00",36 months,Single,1,Own,0,Debt Consolidation,0,$309.56,"$10,234.83",2,Yes
23254,42,"$22,899.00",593,Employed,Diploma,"$24,486.00",36 months,Single,0,Rent,0,Home Improvement,0,$680.17,"$1,908.25",11,No
29347,42,"$41,034.00",542,Employed,Bachelor,"$45,774.00",48 months,Married,2,Other,0,Personal,0,,"$3,419.50",6,No
18716,42,"$19,458.00",613,Employed,Bachelor,"$12,082.00",48 months,Divorced,3,Rent,0,Vehicle,0,$251.71,"$1,621.50",2,No
23180,42,"$15,991.00",572,Employed,High School,"$29,657.00",48 months,Married,0,Rent,0,Vehicle,0,$617.85,"$1,332.58",3,No
14061,42,"$44,292.00",541,Employed,High School,"$15,781.00",36 months,Married,0,Mortgage,0,Home Improvement,0,$438.36,"$3,691.00",3,No
15451,42,"$74,145.00",634,Self-Employed,Doctorate,"$17,155.00",48 months,Married,0,Mortgage,0,Home Improvement,0,$357.40,"$6,178.75",7,Yes
